Index,Nuc Coords,Soma Coords,Cell Type (deprecated),611 Proofreader,Proofreader 2,Status,AIS annotated?,Final Link,Final NucID,Final SegID,Directionality,Proofreading Notes,Status (Julia),Notes (Julia),Cell Class,Cell Typer Name,Cell Type,Reliability Human Label,Other Type,EyeWire1 type (for RGCs) human label,Reliability EyeWire1 human label,Labeling Notes,Machine label,Confidence machine label,Machine soma location,Additional Notes,Index OK?,Index for sanity check,Updated Nuc ID (Sept 2),Updated Seg ID (Sept 2),Cell Requires Review (DO NOT use Updated IDs for those cells),Review complete,Review notes,Cutoff Severity for Status=Complete (cut off) cells                          (%Hits Edge & Can't Fix Annotations in Proofreading link)
B55,"61511, 60183, 711","61525, 60121, 727",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5013078610542592,720575940571242753,720575940558957363,,,Correct,Fixed. Others now B146-B151,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B55,720575940571242753,720575940565731038,FALSE,,,
B56,"52885, 29714, 607","52984, 29678, 722",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4751945242771456,720575940552536224,720575940573924400,,,Correct,Fixed. Other cell now B152,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B56,720575940552536224,720575940573924400,FALSE,,,
B58,"24215, 26874, 396","24090, 26735, 431",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6634376621195264,720575940558874574,720575940564798850,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B58,720575940558874574,720575940564798850,FALSE,,,
B59,"13986, 55077, 537","13949, 54808, 582",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5219935012782080,720575940567864176,720575940560570530,,,Correct,Fixed. Other cells now B153-159,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B59,720575940567864176,720575940560570530,FALSE,,,
B61,"48241, 37879, 594","48087, 37922, 594",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5636327797161984,720575940543510880,720575940556967775,,,Correct,Fixed. Other cells now B160-164,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B61,720575940543510880,720575940575187449,FALSE,,,
B62,"46577, 52051, 390","46634, 52122, 390",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5436400083140608,720575940534350400,720575940550635712,,,Correct,Fixed. Other cells now B165-166,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B62,720575940534350400,720575940550635712,FALSE,,,
B64,"45546, 27548, 637","45546, 27548, 637",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6106960240836608,720575940551034138,720575940549820512,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B64,720575940553633304,720575940553633304,TRUE,No,,
B65,"18326, 62289, 702","18234, 62368, 709",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5605320341585920,720575940565456787,720575940557187682,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B65,720575940565456787,720575940574070742,FALSE,,,
B66,"12043, 26830, 962","11966, 26742, 962",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5200083197886464,720575940552081801,720575940564608500,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B66,720575940552081801,720575940564608500,FALSE,,,
B67,"60527, 46642, 462","60617, 46743, 462",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6053913978470400,720575940558936232,720575940551491009,,,Correct,Fixed. Other cell now B167-168,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B67,720575940558936232,720575940551491009,FALSE,,,
B70,"15313, 20489, 1175","15388, 20560, 1175",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6160429167411200,720575940559699673,720575940575180025,,,Correct,Fixed. Other cell now B169,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B70,720575940559699673,720575940575180025,FALSE,,,
B71,"44390, 44526, 478","44508, 44541, 478",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5602042885177344,720575940560722360,720575940559188835,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B71,720575940560722360,720575940559188835,FALSE,,,
B73,"15096, 20765, 1066","15079, 20946, 1119",ON-SAC,JousterL,,Complete (cut off),,https://play.eyewire.ai/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5640130548203520,720575940550085096,720575940576369338,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B73,720575940550085096,720575940576369338,FALSE,,,0.09375
B74,"41423, 10840, 1328","41254, 10726, 1328",ON-SAC,JousterL,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5139207847673856,720575940544521495,720575940563319169,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B74,720575940544521495,720575940563319169,FALSE,,,
B75,"56665, 33230, 611","56689, 33137, 611",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6540301167493120,720575940563829326,720575940555730498,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B75,720575940563829326,720575940555730498,FALSE,,,
B76,"24503, 29447, 273","24480, 29394, 314",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5104023475585024,720575940545482333,720575940557165922,,,Correct,Fixed. Other cells now B170-173,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B76,720575940545482333,720575940557165922,FALSE,,,
B77,"27119, 21733, 578","27018, 21862, 578",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5983948283838464,720575940567442066,720575940554164498,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B77,720575940567442066,720575940554164498,FALSE,,,
B79,"12349, 30003, 673","12421, 29962, 673",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4842361210273792,720575940568311510,720575940565715678,,,Correct,Fixed. Other cells now B174-175,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B79,720575940568311510,720575940565715678,FALSE,,,
B80,"21189, 28210, 366","21403, 27999, 468",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6541418133716992,720575940552023318,720575940559531338,,,Correct,Fixed,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B80,720575940552023318,720575940559531338,FALSE,,,
B81,"55510, 16381, 1245","55681, 16449, 1254",ON-SAC,Nseraf,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4866613219164160,720575940581276214,720575940581264254,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B81,720575940581276214,720575940581264254,FALSE,,,0.106918239
B83,"59831, 28378, 834","59874, 28419, 834",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6256514021982208,720575940554964045,720575940574049494,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B83,720575940554964045,720575940574049494,FALSE,,,
B84,"51383, 57501, 497","51250, 57538, 497",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5136998181371904,720575940577869177,720575940552048085,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B84,720575940577869177,720575940552048085,FALSE,,,
B85,"7928, 44857, 789","7807, 44882, 789",ON-SAC,Nseraf,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5304785910628352,720575940556732574,720575940571353364,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B85,720575940556732574,720575940571353364,FALSE,,,0.03691275168
B86,"52153, 39836, 595","52037, 39865, 595",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6185478215696384,720575940559221863,720575940550644672,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B86,720575940559221863,720575940550644672,FALSE,,,
B87,"40208, 42122, 466","40120, 42100, 466",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5138383985704960,720575940559398767,720575940585116694,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B87,720575940559398767,720575940582543918,FALSE,,,
B90,"51887, 51020, 452","51873, 51136, 452",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4561081251921920,720575940553763383,720575940563609957,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.96,GCL,,ok,B90,720575940553763383,720575940563609957,FALSE,,,
B92,"61914, 26398, 985","61967, 26406, 985",ON-SAC,Nseraf,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4587502078787584,720575940558296564,720575940546117772,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B92,720575940558296564,720575940546117772,FALSE,,,0.02678571429
B97,"66313, 54655, 703","66255, 54615, 703",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4628113678925824,720575940530131771,720575940581287038,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B97,720575940530131771,720575940581287038,FALSE,,,
B98,"30030, 58265, 303","30127, 58270, 303",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6670531085467648,720575940577718313,720575940549185492,,,Correct,Fixed. Other cell now B177,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B98,720575940577718313,720575940549185492,FALSE,,,
B100,"52339, 54570, 462","52341, 54385, 462",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6046215914389504,720575940549028674,720575940553351511,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B100,720575940549028674,720575940553351511,FALSE,,,
B102,"30421, 68102, 685","30531, 68185, 685",ON-SAC,Nseraf,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6368292290691072,720575940525852044,720575940568254029,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.95,GCL,,ok,B102,720575940525852044,720575940568254029,FALSE,,,0.0487804878
B107,"51573, 42337, 435","51423, 42149, 435",ON-SAC,Iliyan Georgiev,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5148022764732416,720575940562196318,720575940566632545,,,Correct,Extra segment and no annottions,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B107,720575940562196318,720575940566632545,FALSE,,,
B113,"63780, 35549, 1873","63694, 35485, 1772",OFF-SAC,KrzysztofKruk,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6055603907592192,720575940455342409,720575940554806826,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,B113,720575940455342409,720575940554806826,FALSE,,,0.08695652174
B115,-,-,OFF-SAC,Nseraf,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4591992131551232,n/a,720575940555700034,,,Exclude,A lot of the cell missing. Might not be usable,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,B115,,,FALSE,,,
B116,"19829, 37129, 1459","19858, 36944, 1459",OFF-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5926233190694912,720575940574960309,720575940581388040,,,Correct,Fixed. Other cell now B178-180,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,B116,720575940574960309,720575940581388040,FALSE,,,
B117,"29381, 33152, 1552","29301, 33077, 1552",OFF-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4538418185895936,720575940537664861,720575940554656742,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,B117,720575940537664861,720575940554656742,FALSE,,,
B120,"42789, 26770, 1754","42821, 26599, 1754",OFF-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5037061640814592,720575940557403033,720575940553506328,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,B120,720575940557403033,720575940569168491,FALSE,,,
B121,"32379, 52937, 1585","32336, 52897, 1476",OFF-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6567724399460352,720575940562003265,720575940565265584,,,Correct,Fixed. Other cell now B181,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,B121,720575940562003265,720575940565265584,FALSE,,,
B122,"44509, 58539, 1592","44408, 58645, 1592",OFF-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6740602168279040,720575940543690815,720575940565275568,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,B122,720575940543690815,720575940565275568,FALSE,,,
B123,"45800, 60843, 1428","45628, 60930, 1428",OFF-SAC,Mavil,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5732436475379712,720575940560983100,720575940557946405,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,B123,720575940560983100,720575940557946405,FALSE,,,
B124,"56293, 40528, 1711","56346, 40570, 1631",OFF-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6073671761264640,720575940551684596,720575940559748124,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,B124,720575940551684596,720575940559748124,FALSE,,,
B126,-,-,OFF-SAC,Nseraf,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4659595795496960,n/a,720575940568186701,,,Correct,Fixed. Other cell now B182,AC,,OFF SAC,,,,,,OFF SAC,0.9,INL,,ok,B126,,,FALSE,,,
B127,"39742, 28867, 1715","39779, 28911, 1630",OFF-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5235397090082816,720575940577743256,720575940552935168,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,B127,720575940572569232,720575940552935168,TRUE,No,,
B128,"59685, 48236, 1596","59596, 48300, 1536",OFF-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6095430870892544,720575940559230120,720575940560313998,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,B128,720575940559230120,720575940560313998,FALSE,,,
B129,-,-,OFF-SAC,Nseraf,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5527154218500096,n/a,720575940556565831,,,Exclude,"Small piece, exclude?",AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,B129,,,FALSE,,,
B130,-,-,OFF-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5551616674496512,n/a,720575940560947947,,,Exclude,"Small piece, exclude?",AC,,OFF SAC,,,,,,OFF SAC,0.81,INL,,ok,B130,,,FALSE,,,
B132,"66443, 37332, 2032","66373, 37469, 2032",OFF-SAC,Nseraf,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6431749962727424,720575940554846826,720575940568670558,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,B132,720575940554846826,720575940568670558,FALSE,,,0.0826446281
B133,"64033, 61812, 1977","63996, 61627, 1960",OFF-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6502720109281280,720575940546684475,720575940552949504,,,Correct,Fixed. Other cell now B183,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,B133,720575940546684475,720575940552949504,FALSE,,,
B134,-,-,OFF-SAC,Nseraf,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4911186987450368,n/a,720575940564889167,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,B134,,,FALSE,,,
B135,"28520, 44170, 1414","28558, 44108, 1414",OFF-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6632815299919872,720575940561569079,720575940564582900,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,B135,720575940561569079,720575940564582900,FALSE,,,
B136,"41502, 46799, 1531","41513, 46708, 1531",OFF-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5435364532551680,720575940558882918,720575940568176912,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,B136,720575940558882918,720575940568176912,FALSE,,,
B138,"47019, 44760, 1725","47149, 44787, 1654",OFF-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4504091062435840,720575940559919266,720575940564241053,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,B138,720575940559919266,720575940564241053,FALSE,,,
B140,"48040, 61211, 454","48264, 60996, 478",ON-SAC,AzureJay,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5042374582468608,720575940566067206,720575940562314891,,,Correct,Other SAC from B14,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B140,720575940566067206,720575940562314891,FALSE,,,
B141,"64932, 44788, 616","
65258, 44742, 616",ON-SAC,AzureJay,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5242696118566912,720575940551453311,720575940570338228,,,Correct,Other SAC from B24,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B141,720575940551453311,720575940570338228,FALSE,,,
B151,"50980, 54730, 366","50980, 54568, 433",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6157766684049408,720575940551349479,720575940563560785,,,Correct,Other cell copied from B55,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B151,720575940551349479,720575940563560785,FALSE,,,
B163,"43582, 43088, 457","43566, 42756, 456",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6555711784878080,720575940543148885,720575940568410224,,,Correct,Other cell copied from B61. SAC,AC,,ON SAC,,,,,,Medium-field low in IPL sustain,0.38,GCL,,ok,B163,720575940543148885,720575940462711381,TRUE,No,,
B165,"44341, 54053, 418","44249, 54162, 418",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5125684874706944,720575940565493133,720575940559910577,,,Correct,Other cell copied from B62. SAC,AC,,ON SAC,,,,,,ON SAC,0.96,GCL,,ok,B165,720575940565493133,720575940559910577,FALSE,,,
B166,"43604, 63020, 465","43533, 62868, 465",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4793893987024896,720575940568371896,720575940567219531,,,Correct,Other cell copied from B62. SAC,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B166,720575940568371896,720575940567219531,FALSE,,,
B168,"64146, 52455, 605","64122, 52383, 605",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5606549849374720,720575940549900507,720575940572557373,,,Correct,Other cell copied from B67. SAC,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B168,720575940549900507,720575940573390015,FALSE,,,
B169,"16439, 14403, 1718","16257, 14272, 1718",ON-SAC,Nseraf,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5495264958742528,720575940566442261,720575940562758679,,,Correct,Other cell copied from B70. SAC,AC,,ON SAC,,,,,,ON SAC,0.93,GCL,,ok,B169,720575940566442261,720575940562758679,FALSE,,,0.1181818182
B175,"5423, 36259, 1072","5632, 36282, 1074",ON-SAC,Nseraf,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6002330750156800,720575940570569113,720575940578460874,,,Correct,Other cell copied from B79.,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B175,720575940570569113,720575940578460874,FALSE,,,0.05737704918
